,t,v
965,38.63863864,-0.863863864
966,38.67867868,-0.867867868
967,38.71871872,-0.871871872
968,38.75875876,-0.875875876
969,38.7987988,-0.87987988
970,38.83883884,-0.883883884
971,38.87887888,-0.887887888
972,38.91891892,-0.891891892
973,38.95895896,-0.895895896
974,38.998999,-0.8998999
975,39.03903904,-0.903903904
976,39.07907908,-0.907907908
977,39.11911912,-0.911911912
978,39.15915916,-0.915915916
979,39.1991992,-0.91991992
980,39.23923924,-0.923923924
981,39.27927928,-0.927927928
982,39.31931932,-0.931931932
983,39.35935936,-0.935935936
984,39.3993994,-0.93993994
985,39.43943944,-0.943943944
986,39.47947948,-0.947947948
987,39.51951952,-0.951951952
988,39.55955956,-0.955955956
989,39.5995996,-0.95995996
990,39.63963964,-0.963963964
991,39.67967968,-0.967967968
992,39.71971972,-0.971971972
993,39.75975976,-0.975975976
994,39.7997998,-0.97997998
995,39.83983984,-0.983983984
996,39.87987988,-0.987987988
997,39.91991992,-0.991991992
998,39.95995996,-0.995995996
999,40,-1
